"","1-m","1-t","10-m","10-t","5-m","5-t","s-m","s-t"
"Cre02.g107400.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g107400.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g107400.t3.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g107450.t1.2.v5.5",388.202795118908,87.0847559487554,167.408759390827,101.314628663628,43.7485098760341,231.082740580402,10.1666236033383,7518.8379918442
"Cre02.g107500.t1.2.v5.5",0,117.533971315453,1.77622025878861,6.52065188502836,0,0,0,0
"Cre02.g107550.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre02.g107550.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g107600.t1.2.v5.5",172.99222700259,0,33.7481849169837,10.107010421794,19.0210912504496,0,0,0
"Cre02.g107650.t1.2.v5.5",0,0,0,0.489048891377127,0,5.11622303868049,0,93.1125447906402
"Cre02.g107700.t1.1.v5.5",1.02971563692018,0.304492153666977,8.6590737615945,10.9220919074225,3.80421825008992,44.3405996685643,40.666494413353,0
"Cre02.g107750.t1.2.v5.5",0,0,22.8688358319034,20.8660860320907,0.47552728126124,0,0,0
"Cre02.g107800.t1.1.v5.5",0,0,0,2.36373630832278,2.85316368756744,0,0,0
"Cre02.g107850.t1.2.v5.5",0,0,163.634291340901,115.252522067876,65.6227648140511,0,10.1666236033383,0
"Cre02.g107900.t1.2.v5.5",0,0.304492153666977,30.6397994641036,14.2639259984995,0,0,0,0
"Cre02.g107950.t1.2.v5.5",0,0,0,7.41724151921976,18.5455639691884,0,0,0
"Cre02.g108000.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g108000.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g108050.t1.2.v5.5",455.13431151872,198.224392037202,94.3617012481451,41.9766965098701,78.9375286893658,103.17716461339,0,11.63906809883
"Cre02.g108100.t1.1.v5.5",46.3372036614081,0,32.1939921905436,28.0388031056219,12.8392365940535,0,0,0
"Cre02.g108150.t1.1.v5.5",2.05943127384036,65.770305192067,63.9439293163901,48.0898076520841,54.2101100637814,0,0,3293.8562719689
"Cre02.g108200.t1.1.v5.5",0,0,1.33216519409146,6.92819262784263,21.874254938017,47.7514150276846,0,0
"Cre02.g108250.t1.1.v5.5",0,0,7.32690856750303,20.5400534378393,25.678473188107,0.852703839780082,0,0
"Cre02.g108300.t1.1.v5.5",1.02971563692018,0,5.10663324401727,43.68836762969,24.2518913443232,106.58797997251,0,0
"Cre02.g108350.t1.2.v5.5",0,80.6904207217489,33.3041298522865,46.9486935722042,103.189420033689,71.6271225415269,30.4998708100148,0
"Cre02.g108400.t1.2.v5.5",4.11886254768072,0,61.7236539929044,75.2320211235147,51.8324736574751,302.709863121929,0,0
"Cre02.g108450.t1.2.v5.5",336.717013272899,20.4009742956875,321.051811776042,238.411334546349,375.66655219638,268.601709530726,0,23.2781361976601
"Cre02.g108500.t1.1.v5.5",0,3.04492153666977,0,3.83088298245416,0,109.998795331631,0,0
"Cre02.g108550.t1.1.v5.5",0,0,0,0.326032594251418,0,0,0,0
"Cre02.g108601.t1.1.v5.5",0,0.304492153666977,0,1.14111407987996,0,0,0,0
"Cre02.g108650.t1.2.v5.5",0,0,5.99474337341157,0.163016297125709,0,0,0,0
"Cre02.g108700.t1.1.v5.5",0,0,0,0.326032594251418,0,0,0,0
"Cre02.g108750.t1.2.v5.5",2.05943127384036,0.304492153666977,7.32690856750303,0.815081485628545,0,0,0,69.8344085929802
"Cre02.g108800.t1.1.v5.5",0,7.9167959953414,9.99123895568596,45.2370224523842,34.7134915320705,25.5811151934025,0,11.63906809883
"Cre02.g108850.t1.2.v5.5",0,49.0232367403833,108.571463318454,155.843580052178,77.0354195643209,0.852703839780082,0,11.63906809883
"Cre02.g108900.t1.2.v5.5",198.735117925595,0,59.5033786694186,28.4463438484362,29.0071641569356,0,0,0
"Cre02.g108950.t1.1.v5.5",1.02971563692018,0.304492153666977,8.21501869689734,5.70557039939981,8.08396378144108,104.88257229295,0,0
"Cre02.g109000.t1.2.v5.5",0,68.8152267287368,0,1.05960593131711,0,0,0,0
"Cre02.g109000.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g109050.t1.2.v5.5",3.08914691076054,0,17.318147523189,17.361235643888,7.60843650017984,0,0,0
"Cre02.g109100.t1.1.v5.5",4.11886254768072,0.304492153666977,15.763954796749,7.66176596490832,27.5805823131519,0.852703839780082,0,81.4734766918102
"Cre02.g109126.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g109150.t1.1.v5.5",0,0,0,0.163016297125709,0,0,0,0
"Cre02.g109200.t1.1.v5.5",88.5555447751355,94.6970597904298,27.7534415435721,43.2808268868757,33.2869096882868,2.55811151934025,20.3332472066765,23.2781361976601
"Cre02.g109250.t1.1.v5.5",0,98.6554577881005,9.10312882629165,20.703069734965,0,0,0,0
"Cre02.g109300.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre02.g109333.t1.1.v5.5",0,0,0,2.60826075401134,0,0,0,0
"Cre02.g109366.t1.1.v5.5",0,0,1.33216519409146,0.73357333706569,0,0,0,0
"Cre02.g109400.t1.2.v5.5",0,0,22.2027532348577,27.3052297685563,9.5105456252248,0,0,0
"Cre02.g109450.t1.1.v5.5",0,0,0,0.652065188502836,0,0,0,0
"Cre02.g109501.t1.1.v5.5",9.26744073228162,0,7.77096363220019,1.38563852556853,0,0,0,0
"Cre02.g109550.t1.2.v5.5",2.05943127384036,2.43593722933582,16.2080098614461,18.6653660208937,0,105.73527613273,0,0
"Cre02.g109600.t1.2.v5.5",0,0.304492153666977,33.7481849169837,6.76517633071692,0,72.479826381307,0,0
"Cre02.g109650.t1.1.v5.5",0,0,25.5331662200863,12.307730432991,33.2869096882868,0,0,0
"Cre02.g109683.t1.1.v5.5",0,145.547249452815,0,3.83088298245416,0,0.852703839780082,0,0
"Cre02.g109716.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g109750.t1.1.v5.5",13.3863032799623,2.43593722933582,9.32515635864023,8.63986374766258,10.4616001877473,0.852703839780082,1718.15938896416,0
"Cre02.g109800.t1.1.v5.5",0,1.52246076833488,0,2.44524445688563,0,98.0609415747095,0,0
"Cre02.g109850.t1.1.v5.5",0,0,71.7148929485903,129.35343176925,23.776364063062,0.852703839780082,10.1666236033383,0
"Cre02.g109900.t1.2.v5.5",0,25.5773409080261,7.32690856750303,5.46104595371125,1.42658184378372,5.96892687846058,0,0
"Cre02.g109950.t1.2.v5.5",151.368198627266,83.7353422584187,69.7166451574531,59.9899973422609,26.1540004693682,0.852703839780082,10.1666236033383,58.1953404941501
"Cre02.g110000.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g110000.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g110050.t1.1.v5.5",0,0,0,1.54865482269424,0,0,0,0
"Cre02.g110050.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g110100.t1.1.v5.5",188.437961556393,0,21.3146431054634,19.6434638036479,19.0210912504496,0,0,11.63906809883
"Cre02.g110150.t1.2.v5.5",458.22345842948,81.2994050290828,22.4247807672063,22.414740854785,6.65738193765736,0.852703839780082,0,69.8344085929802
"Cre02.g110200.t1.1.v5.5",202.853980473275,80.0814364144149,19.3163953143262,21.6811675177193,0,105.73527613273,0,0
"Cre02.g110250.t1.1.v5.5",0,69.7287031897377,28.1974966082693,12.4707467301167,0,0,0,0
"Cre02.g110263.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g110263.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g110263.t3.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g110300.t1.2.v5.5",0,0,19.5384228466748,13.6118608099967,0,99.7663492542696,10.1666236033383,0
"Cre02.g110350.t1.2.v5.5",86.4961135012951,658.921020535338,287.525654391407,242.079201231678,136.000802440715,63.1000841437261,20.3332472066765,0
"Cre02.g110400.t1.2.v5.5",786.702746607018,133.672055459803,58.8372960723729,71.0751055468091,71.8046194704472,133.874502845473,0,0
"Cre02.g110450.t1.2.v5.5",0,0,19.9824779113719,25.5120505001735,16.1679275628822,0,0,0
"Cre02.g110500.t1.1.v5.5",0,0,21.536670637812,16.6276623068223,0.47552728126124,15.3486691160415,10.1666236033383,0
"Cre02.g110550.t1.1.v5.5",194.616255377914,0,39.2988732256981,29.9134905225676,54.2101100637814,13.6432614364813,1748.65925977418,11.63906809883
"Cre02.g110600.t1.2.v5.5",0,0,26.4212763494806,14.4269422956252,0.47552728126124,0,0,0
"Cre02.g110650.t1.2.v5.5",1.02971563692018,198.528884190869,58.1712134753271,116.882685039133,226.826513161611,2.55811151934025,0,0
"Cre02.g110700.t1.1.v5.5",0,31.3626918276986,5.32866077636584,22.8222815975993,0.95105456252248,0.852703839780082,1392.82743365734,0
"Cre02.g110750.t1.2.v5.5",1.02971563692018,0,30.417771931755,11.8186815416139,37.0911279383767,0,0,0
"Cre02.g110800.t1.1.v5.5",1.02971563692018,0,0.222027532348577,0.896589634191399,0,0,0,0
"Cre02.g110843.t1.2.v5.5",0,0,0,0.896589634191399,0,0,0,0
"Cre02.g110850.t1.2.v5.5",0,80.9949128754159,6.21677090576015,18.1763171295166,6.65738193765736,2.55811151934025,0,0
"Cre02.g110900.t1.1.v5.5",0,0,0.222027532348577,0.489048891377127,0,0.852703839780082,0,0
"Cre02.g110950.t1.1.v5.5",140.041326621144,75.8185462630773,24.2010010259949,18.9098904665822,14.2658184378372,151.781283480855,0,0
"Cre02.g111000.t1.2.v5.5",0,79.167959953414,131.440299150357,57.137212142561,40.8953461884666,221.702998342821,0,0
"Cre02.g111014.t1.1.v5.5",0,0,0,1.95619556550851,0,0.852703839780082,0,0
"Cre02.g111029.t1.2.v5.5",0,0,0,0,0,0,0,0
"Cre02.g111050.t1.1.v5.5",6.17829382152108,0,0,6.52065188502836,0,0,0,0
"Cre02.g111108.t1.2.v5.5",0,0,0,1.87468741694565,0,0,0,0
"Cre02.g111150.t1.1.v5.5",184.319099008712,0,16.6520649261433,17.5242519410137,0,0,0,0
"Cre02.g111200.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g111200.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g111200.t3.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g111250.t1.2.v5.5",0,0,0,0.73357333706569,0.47552728126124,0,0,46.5562723953201
"Cre02.g111300.t1.1.v5.5",0,0,43.0733412756239,34.3964386935246,31.3848005632418,0.852703839780082,0,0
"Cre02.g111300.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g111350.t1.2.v5.5",0,0,0,3.42334223963989,7.1329092189186,0,0,11.63906809883
"Cre02.g111400.t1.2.v5.5",0,0.304492153666977,70.6047552868474,29.5874579283162,0.47552728126124,61.3946764641659,0,0
"Cre02.g111426.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g111450.t1.2.v5.5",0,113.271081164115,78.8197739837448,58.7673751138181,99.8607290648604,59.6892687846058,0,0
"Cre02.g111500.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g111500.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g111526.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g111550.t1.1.v5.5",82.3772509536144,16.4425762980168,37.0785979022123,66.2661247816007,107.944692846301,1.70540767956016,386.331696926854,93.1125447906402
"Cre02.g111600.t1.2.v5.5",0,0,0.222027532348577,0,0,0,0,0
"Cre02.g111650.t1.2.v5.5",5.1485781846009,0,14.4317896026575,14.6714667413138,58.9653828763937,0,0,0
"Cre02.g111700.t1.2.v5.5",0,0,149.424529270592,120.550551724462,38.9932370634217,1.70540767956016,10.1666236033383,0
"Cre02.g111750.t1.2.v5.5",0,0,6.6608259704573,3.09730964538847,10.9371274690085,0,0,0
"Cre02.g111800.t1.2.v5.5",0,80.0814364144149,20.6485605084176,11.5741570959253,5.23080009387364,0,10.1666236033383,0
"Cre02.g111850.t1.1.v5.5",113.26872006122,0,19.5384228466748,10.5145511646082,56.5877464700876,118.525833729431,10.1666236033383,0
"Cre02.g111900.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g111900.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g111950.t1.1.v5.5",5.1485781846009,0.608984307333954,0.222027532348577,15.9755971183195,0.95105456252248,3.41081535912033,172.83260125675,0
"Cre02.g112000.t1.1.v5.5",0,0,0.222027532348577,11.0851082045482,0,0,0,0
"Cre02.g112050.t1.1.v5.5",0,0,6.6608259704573,2.11921186263422,8.55949106270232,0,0,0
"Cre02.g112100.t1.1.v5.5",0,0,15.3198997320518,10.5960593131711,14.2658184378372,0,10.1666236033383,0
"Cre02.g112150.t1.2.v5.5",191.527108467153,0,142.985730832483,97.8097782754254,43.2729825947728,0.852703839780082,0,0
"Cre02.g112200.t1.2.v5.5",1.02971563692018,4.56738230500465,42.8513137432753,37.5752564874759,111.27338381513,223.408406022382,0,0
"Cre02.g112250.t1.2.v5.5",201.824264836355,0,22.2027532348577,18.4208415752051,24.2518913443232,0,0,0
"Cre02.g112266.t1.2.v5.5",1.02971563692018,0,4.44055064697154,21.273626774905,12.3637093127922,0,0,11.63906809883
"Cre02.g112300.t1.1.v5.5",158.576208085708,85.8667873340875,47.9579469872926,37.4937483389131,9.98607290648604,108.29338765207,0,0
"Cre02.g112333.t1.1.v5.5",0,0,0,0,0,0.852703839780082,0,0
"Cre02.g112366.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g112400.t1.1.v5.5",0,0.304492153666977,20.8705880407662,27.5497542142448,0,0,0,0
"Cre02.g112433.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g112433.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g112500.t1.1.v5.5",0,0,4.66257817932011,8.88438819335114,28.0561095944132,0,0,0
"Cre02.g112550.t1.2.v5.5",0,0.304492153666977,10.8793490850803,14.1009097013738,14.7413457190984,0,1931.65848463427,0
"Cre02.g112600.t1.2.v5.5",184.319099008712,0,13.5436794732632,35.7820772190931,12.8392365940535,0,0,0
"Cre02.g112650.t1.2.v5.5",1.02971563692018,3.34941369033675,36.190487772818,43.4438431840014,27.1050550318907,0,10.1666236033383,0
"Cre02.g112701.t1.1.v5.5",1.02971563692018,0.304492153666977,0,0,0,3.41081535912033,0,0
"Cre02.g112750.t1.2.v5.5",608.561941419826,56.0265562747238,223.359697542668,70.015499615492,493.597317949167,199.532698508539,0,0
"Cre02.g112800.t1.1.v5.5",32.9509003814458,0,4.21852311462296,11.8186815416139,6.65738193765736,0,10.1666236033383,0
"Cre02.g112850.t1.1.v5.5",6.17829382152108,70.9466718044056,19.9824779113719,25.186017905922,16.1679275628822,52.014934226585,0,0
"Cre02.g112900.t1.2.v5.5",0,0.304492153666977,43.2953688079725,14.8344830384395,10.4616001877473,93.797422375809,0,11.63906809883
"Cre02.g112950.t1.2.v5.5",0,0,16.6520649261433,4.89048891377127,0,0,0,0
"Cre02.g113000.t1.2.v5.5",137.981895347304,128.495688847464,273.315892321098,185.675562426183,65.6227648140511,72.479826381307,0,0
"Cre02.g113050.t1.2.v5.5",137.981895347304,0.304492153666977,113.234041497774,85.9910967338115,93.203347127203,0.852703839780082,10.1666236033383,5982.48100279864
"Cre02.g113100.t1.2.v5.5",0,0,0,5.46104595371125,0,0,0,11.63906809883
"Cre02.g113150.t1.2.v5.5",0,0,0,3.5863585367656,0,0,10.1666236033383,0
"Cre02.g113200.t1.1.v5.5",425.272558048034,333.114416111673,521.764701019155,440.796067427917,284.365314194221,141.548837403494,172.83260125675,34.9172042964901
"Cre02.g113250.t1.1.v5.5",156.516776811867,0,24.4230285583435,12.7152711758053,8.08396378144108,0,0,0
"Cre02.g113300.t1.1.v5.5",0,94.6970597904298,16.4300373937947,10.3515348674825,0,4.26351919890041,0,0
"Cre02.g113350.t1.2.v5.5",4.11886254768072,92.870106868428,26.6433038818292,19.3174312093965,44.6995644385565,4.26351919890041,843.829759077075,162.94695338362
"Cre02.g113376.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g113400.t1.2.v5.5",359.370757285143,93.7835833294289,76.1554435955618,98.3803353153654,223.973349474044,79.3014570995476,0,11.63906809883
"Cre02.g113450.t1.1.v5.5",0,66.379289499401,0,3.17881779395133,4.27974553135116,0,0,0
"Cre02.g113500.t1.2.v5.5",0,0,0,2.36373630832278,0,0,0,0
"Cre02.g113550.t1.2.v5.5",0,0,11.545431682126,14.2639259984995,10.4616001877473,0,0,0
"Cre02.g113600.t1.2.v5.5",189.467677193313,72.7736247264075,65.054066978133,37.4122401903502,90.3501834396356,2.55811151934025,0,0
"Cre02.g113626.t1.1.v5.5",0,94.6970597904298,43.2953688079725,28.1203112541848,0.47552728126124,40.0770804696639,60.9997416200295,0
"Cre02.g113652.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g113652.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g113700.t1.2.v5.5",0,0,23.3128908966006,24.9414934602335,0,0,0,0
"Cre02.g113750.t1.1.v5.5",1.02971563692018,91.0431539464261,21.7586981701605,53.5508536057954,5.70632737513488,0,0,0
"Cre02.g113751.t1.2.v5.5",0,0,19.7604503790233,15.4865482269424,0,0,0,23.2781361976601
"Cre02.g113752.t1.2.v5.5",0,0,44.4055064697154,17.1167111981994,11.888182031531,4.26351919890041,10.1666236033383,0
"Cre02.g113800.t1.1.v5.5",0,0,0,0.896589634191399,0,0,0,0
"Cre02.g113809.t1.2.v5.5",2.05943127384036,0,0,6.11311114221409,0,0,0,0
"Cre02.g113850.t1.1.v5.5",0,0.608984307333954,0,2.44524445688563,0.47552728126124,139.843429723933,0,46.5562723953201
"Cre02.g113900.t1.1.v5.5",0,0,0.222027532348577,4.482948170957,44.2240371572953,0.852703839780082,0,0
"Cre02.g113950.t1.1.v5.5",0,0.304492153666977,14.6538171350061,3.42334223963989,15.2168730003597,0,0,0
"Cre02.g114000.t1.1.v5.5",1.02971563692018,0.913476461000931,0,9.61796153041683,14.2658184378372,2.55811151934025,0,0
"Cre02.g114001.t1.2.v5.5",241.983174676242,0,5.32866077636584,44.6664654124443,11.4126547502698,57.1311572652655,10.1666236033383,0
"Cre02.g114050.t1.1.v5.5",198.735117925595,91.6521382537601,26.1992488171321,57.8707854796267,15.6924002816209,0,0,81.4734766918102
"Cre02.g114100.t1.1.v5.5",0,0.913476461000931,10.2132664880345,0.815081485628545,0.47552728126124,0,426.998191340207,0
"Cre02.g114150.t1.1.v5.5",5.1485781846009,0,6.43879843810873,5.29802965658554,24.2518913443232,5.11622303868049,10.1666236033383,11.63906809883
"Cre02.g114200.t1.1.v5.5",2.05943127384036,0,0,25.8380830944249,0,0,0,0
"Cre02.g114250.t1.2.v5.5",145.189904805745,0,36.190487772818,18.4208415752051,30.9092732819806,2.55811151934025,0,0
"Cre02.g114300.t1.1.v5.5",0,0,0,2.11921186263422,0,0,60.9997416200295,0
"Cre02.g114350.t1.2.v5.5",0,0,10.8793490850803,9.37343708472827,1.42658184378372,5.96892687846058,81.332988826706,0
"Cre02.g114400.t1.2.v5.5",0,0,0,13.0413037700567,0.47552728126124,0,0,34.9172042964901
"Cre02.g114450.t1.2.v5.5",0,0.608984307333954,19.9824779113719,14.5084504441881,8.55949106270232,0,0,0
"Cre02.g114500.t1.2.v5.5",2.05943127384036,106.876745937109,17.9842301202347,40.1020090929244,74.1822558767534,0.852703839780082,10.1666236033383,0
"Cre02.g114550.t1.2.v5.5",0,0,6.43879843810873,2.36373630832278,0,0,0,0
"Cre02.g114575.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g114600.t1.2.v5.5",2263.31496995056,1145.49948209517,755.337665049858,497.851771421915,846.438560645007,1180.14211425563,630.330663406972,0
"Cre02.g114650.t1.1.v5.5",0,0,31.9719646581951,23.3113304889764,8.55949106270232,0,0,0
"Cre02.g114700.t1.2.v5.5",0,62.7253836553973,23.5349184289491,42.7102698469358,49.454837251169,84.4176801382281,0,0
"Cre02.g114750.t1.2.v5.5",136.952179710384,3.04492153666977,7.10488103515446,13.3673363643081,0,0,0,128.02974908713
"Cre02.g114800.t1.2.v5.5",0,0,37.3006254345609,27.1422134714305,11.888182031531,0,0,11.63906809883
"Cre02.g114850.t1.2.v5.5",7.20800945844126,0,11.1013766174288,22.0072001119707,14.7413457190984,0,1392.82743365734,0
"Cre02.g114900.t1.1.v5.5",0,0,43.2953688079725,26.0826075401134,155.972948253687,0.852703839780082,0,0
"Cre02.g114950.t1.1.v5.5",104.001279328938,177.823417741515,17.0961199908404,6.76517633071692,28.0561095944132,0,0,0
"Cre02.g115000.t1.1.v5.5",0,0,5.99474337341157,9.94399412466825,0,0,20.3332472066765,0
"Cre02.g115050.t1.2.v5.5",0,0.608984307333954,63.9439293163901,24.7784771631078,6.65738193765736,67.3636033426265,0,0
"Cre02.g115100.t1.1.v5.5",0,0,9.5471838909888,4.482948170957,0,0.852703839780082,0,0
"Cre02.g115150.t1.1.v5.5",0,84.9533108730866,0,0.73357333706569,0,0,0,0
"Cre02.g115150.t2.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g115200.t1.2.v5.5",15424.1105254274,7296.84997047543,7332.90331087645,4906.46451088959,6862.80972316221,22365.5690135918,24430.3965188218,36476.8394217333
"Cre02.g115226.t1.1.v5.5",0,0,4.66257817932011,3.66786668532845,0,127.905575967012,0,0
"Cre02.g115250.t1.1.v5.5",1.02971563692018,96.8285048660987,19.0943677819776,12.0632059873025,13.3147638753147,121.936649088552,0,0
"Cre02.g115300.t1.1.v5.5",360.400472922063,182.390800046519,118.340674741791,151.116107435532,47.552728126124,257.516559613585,3243.1529294649,3736.14085972444
"Cre02.g115350.t1.2.v5.5",1.02971563692018,173.560527590177,50.4002498431269,21.3551349234679,10.9371274690085,0,0,0
"Cre02.g115400.t1.1.v5.5",0,111.444128242114,0,1.54865482269424,0,0,0,0
"Cre02.g115450.t1.1.v5.5",0,5.17636661233861,0,0.244524445688563,0,0,10.1666236033383,0
"Cre02.g115500.t1.2.v5.5",0,0,0,0.244524445688563,0,0,0,0
"Cre02.g115508.t1.1.v5.5",1.02971563692018,7.9167959953414,7.32690856750303,1.87468741694565,0,0,0,0
"Cre02.g115550.t1.2.v5.5",0,0,0,4.40144002239414,7.1329092189186,2.55811151934025,0,0
"Cre02.g115567.t1.1.v5.5",0,0,7.77096363220019,1.05960593131711,0,0,0,0
"Cre02.g115583.t1.1.v5.5",0,0,0,0,0,0,0,0
"Cre02.g115600.t1.1.v5.5",0,0,15.0978721997032,6.52065188502836,12.8392365940535,0,0,0
"Cre02.g115650.t1.2.v5.5",0,0,13.7657070056118,5.78707854796267,0.47552728126124,0,0,0
"Cre02.g115700.t1.2.v5.5",0,0,7.10488103515446,5.13501335945983,9.5105456252248,0,0,0
"Cre02.g115750.t1.1.v5.5",0,0,28.863579205315,45.8075794923242,11.4126547502698,0,0,0
"Cre02.g115800.t1.1.v5.5",149.308767353426,72.7736247264075,50.4002498431269,20.5400534378393,25.2029459068457,0,0,3805.97526831742
"Cre02.g115850.t1.2.v5.5",0,183.30427650752,0,0.244524445688563,0,0,0,0
"Cre02.g115900.t1.2.v5.5",0,0,6.88285350280588,4.07540742814272,0,0.852703839780082,0,0
"Cre02.g115950.t1.2.v5.5",306.855259802214,527.380410151204,182.950686655227,12.3892385815539,65.1472375327899,0.852703839780082,10.1666236033383,11.63906809883
"Cre02.g116000.t1.1.v5.5",0,0,17.0961199908404,5.13501335945983,0,0.852703839780082,0,0
"Cre02.g116050.t1.1.v5.5",1.02971563692018,3.04492153666977,6.6608259704573,1.22262222844282,9.98607290648604,2.55811151934025,0,0
"Cre02.g116100.t1.1.v5.5",13.3863032799623,0,0.444055064697154,5.29802965658554,2.85316368756744,3.41081535912033,1677.49289455081,0
"Cre02.g116150.t1.1.v5.5",1.02971563692018,0.304492153666977,1.33216519409146,3.42334223963989,0,0,30.4998708100148,0
"Cre02.g116200.t1.2.v5.5",3.08914691076054,0,0,5.3795378051484,7.1329092189186,0,10.1666236033383,0
"Cre02.g116250.t1.1.v5.5",0,0,0.222027532348577,5.3795378051484,0,0,0,0
"Cre02.g116300.t1.2.v5.5",0,0,18.872340249629,13.8563852556853,0,0,0,0
"Cre02.g116350.t1.2.v5.5",0,0,0,1.30413037700567,0,0,0,0
"Cre02.g116400.t1.1.v5.5",0,0,7.99299116454876,10.4330430160454,16.1679275628822,0,0,0
"Cre02.g116450.t1.2.v5.5",0,62.7253836553973,21.3146431054634,29.0169008883762,11.4126547502698,0,0,11.63906809883
"Cre02.g116500.t1.1.v5.5",0,0,6.88285350280588,7.17271707353119,35.664546094593,0.852703839780082,0,0
"Cre02.g116550.t1.2.v5.5",0,1.82695292200186,0,0.163016297125709,0.95105456252248,0,0,0
"Cre02.g116600.t1.2.v5.5",1.02971563692018,0,2.22027532348577,12.5522548786796,0,0,0,0
